date,id,question,question_norm,research_tokens,model,prompt_type,forecast,closure_date,end_date,volume_num,liquidity_num,yes_price,no_price,days_to_end,abs_diff,resolution,forecast_mean_prompt,forecast_mean_all,,,,
29/07/2025,537135,Will Ap win the most seats in the next Norwegian parliamentary election?,will ap win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_12b_it,Zero-shot,0.45,08/09/2025,NA,NA,NA,0.86,0.13,NA,0.41,1,0.5,0.5025,,,,
29/07/2025,537135,Will Ap win the most seats in the next Norwegian parliamentary election?,will ap win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_12b_it,CoT,0.45,08/09/2025,NA,NA,NA,0.86,0.13,NA,0.41,1,0.505,0.5025,,,,
29/07/2025,537135,Will Ap win the most seats in the next Norwegian parliamentary election?,will ap win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_27b_it_free,Zero-shot,0.45,08/09/2025,NA,NA,NA,0.86,0.13,NA,0.41,1,0.5,0.5025,,,,
29/07/2025,537135,Will Ap win the most seats in the next Norwegian parliamentary election?,will ap win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_27b_it_free,CoT,0.45,08/09/2025,NA,NA,NA,0.86,0.13,NA,0.41,1,0.505,0.5025,,,,
29/07/2025,537135,Will Ap win the most seats in the next Norwegian parliamentary election?,will ap win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_chat_v3_0324_free,Zero-shot,0.6,08/09/2025,NA,NA,NA,0.86,0.13,NA,0.26,1,0.5,0.5025,,,,
29/07/2025,537135,Will Ap win the most seats in the next Norwegian parliamentary election?,will ap win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_chat_v3_0324_free,CoT,0.6,08/09/2025,NA,NA,NA,0.86,0.13,NA,0.26,1,0.505,0.5025,,,,
29/07/2025,537135,Will Ap win the most seats in the next Norwegian parliamentary election?,will ap win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_r1_free,Zero-shot,0.45,08/09/2025,NA,NA,NA,0.86,0.13,NA,0.41,1,0.5,0.5025,,,,
29/07/2025,537135,Will Ap win the most seats in the next Norwegian parliamentary election?,will ap win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_r1_free,CoT,0.48,08/09/2025,NA,NA,NA,0.86,0.13,NA,0.38,1,0.505,0.5025,,,,
29/07/2025,537136,Will H win the most seats in the next Norwegian parliamentary election?,will h win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_4o_mini,Zero-shot,0.35,08/09/2025,NA,NA,NA,0.013,0.983,NA,0.337,0,0.3,0.320833333,,,,
29/07/2025,537136,Will H win the most seats in the next Norwegian parliamentary election?,will h win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_4o_mini,CoT,0.35,08/09/2025,NA,NA,NA,0.013,0.983,NA,0.337,0,0.341666667,0.320833333,,,,
29/07/2025,537136,Will H win the most seats in the next Norwegian parliamentary election?,will h win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_3_5_turbo_0613,Zero-shot,0.4,08/09/2025,NA,NA,NA,0.013,0.983,NA,0.387,0,0.3,0.320833333,,,,
29/07/2025,537136,Will H win the most seats in the next Norwegian parliamentary election?,will h win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_3_5_turbo_0613,CoT,0.4,08/09/2025,NA,NA,NA,0.013,0.983,NA,0.387,0,0.341666667,0.320833333,,,,
29/07/2025,537136,Will H win the most seats in the next Norwegian parliamentary election?,will h win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_12b_it,Zero-shot,0.25,08/09/2025,NA,NA,NA,0.013,0.983,NA,0.237,0,0.3,0.320833333,,,,
29/07/2025,537136,Will H win the most seats in the next Norwegian parliamentary election?,will h win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_12b_it,CoT,0.35,08/09/2025,NA,NA,NA,0.013,0.983,NA,0.337,0,0.341666667,0.320833333,,,,
29/07/2025,537136,Will H win the most seats in the next Norwegian parliamentary election?,will h win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_27b_it_free,Zero-shot,0.25,08/09/2025,NA,NA,NA,0.013,0.983,NA,0.237,0,0.3,0.320833333,,,,
29/07/2025,537136,Will H win the most seats in the next Norwegian parliamentary election?,will h win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_27b_it_free,CoT,0.35,08/09/2025,NA,NA,NA,0.013,0.983,NA,0.337,0,0.341666667,0.320833333,,,,
29/07/2025,537136,Will H win the most seats in the next Norwegian parliamentary election?,will h win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_chat_v3_0324_free,Zero-shot,0.4,08/09/2025,NA,NA,NA,0.013,0.983,NA,0.387,0,0.3,0.320833333,,,,
29/07/2025,537136,Will H win the most seats in the next Norwegian parliamentary election?,will h win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_chat_v3_0324_free,CoT,0.4,08/09/2025,NA,NA,NA,0.013,0.983,NA,0.387,0,0.341666667,0.320833333,,,,
29/07/2025,537136,Will H win the most seats in the next Norwegian parliamentary election?,will h win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_r1_free,Zero-shot,0.15,08/09/2025,NA,NA,NA,0.013,0.983,NA,0.137,0,0.3,0.320833333,,,,
29/07/2025,537136,Will H win the most seats in the next Norwegian parliamentary election?,will h win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_r1_free,CoT,0.2,08/09/2025,NA,NA,NA,0.013,0.983,NA,0.187,0,0.341666667,0.320833333,,,,
29/07/2025,537137,Will SP win the most seats in the next Norwegian parliamentary election?,will sp win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_4o_mini,Zero-shot,0.25,08/09/2025,NA,NA,NA,0,0.999,NA,0.25,0,0.258333333,0.245833333,,,,
29/07/2025,537137,Will SP win the most seats in the next Norwegian parliamentary election?,will sp win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_4o_mini,CoT,0.15,08/09/2025,NA,NA,NA,0,0.999,NA,0.15,0,0.233333333,0.245833333,,,,
29/07/2025,537137,Will SP win the most seats in the next Norwegian parliamentary election?,will sp win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_3_5_turbo_0613,Zero-shot,0.35,08/09/2025,NA,NA,NA,0,0.999,NA,0.35,0,0.258333333,0.245833333,,,,
29/07/2025,537137,Will SP win the most seats in the next Norwegian parliamentary election?,will sp win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_3_5_turbo_0613,CoT,0.25,08/09/2025,NA,NA,NA,0,0.999,NA,0.25,0,0.233333333,0.245833333,,,,
29/07/2025,537137,Will SP win the most seats in the next Norwegian parliamentary election?,will sp win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_12b_it,Zero-shot,0.35,08/09/2025,NA,NA,NA,0,0.999,NA,0.35,0,0.258333333,0.245833333,,,,
29/07/2025,537137,Will SP win the most seats in the next Norwegian parliamentary election?,will sp win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_12b_it,CoT,0.35,08/09/2025,NA,NA,NA,0,0.999,NA,0.35,0,0.233333333,0.245833333,,,,
29/07/2025,537137,Will SP win the most seats in the next Norwegian parliamentary election?,will sp win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_27b_it_free,Zero-shot,0.15,08/09/2025,NA,NA,NA,0,0.999,NA,0.15,0,0.258333333,0.245833333,,,,
29/07/2025,537137,Will SP win the most seats in the next Norwegian parliamentary election?,will sp win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_27b_it_free,CoT,0.15,08/09/2025,NA,NA,NA,0,0.999,NA,0.15,0,0.233333333,0.245833333,,,,
29/07/2025,537137,Will SP win the most seats in the next Norwegian parliamentary election?,will sp win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_chat_v3_0324_free,Zero-shot,0.3,08/09/2025,NA,NA,NA,0,0.999,NA,0.3,0,0.258333333,0.245833333,,,,
29/07/2025,537137,Will SP win the most seats in the next Norwegian parliamentary election?,will sp win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_chat_v3_0324_free,CoT,0.4,08/09/2025,NA,NA,NA,0,0.999,NA,0.4,0,0.233333333,0.245833333,,,,
29/07/2025,537137,Will SP win the most seats in the next Norwegian parliamentary election?,will sp win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_r1_free,Zero-shot,0.15,08/09/2025,NA,NA,NA,0,0.999,NA,0.15,0,0.258333333,0.245833333,,,,
29/07/2025,537137,Will SP win the most seats in the next Norwegian parliamentary election?,will sp win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_r1_free,CoT,0.1,08/09/2025,NA,NA,NA,0,0.999,NA,0.1,0,0.233333333,0.245833333,,,,
29/07/2025,537138,Will FrP win the most seats in the next Norwegian parliamentary election?,will frp win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_4o_mini,Zero-shot,0.4,08/09/2025,NA,NA,NA,0.12,0.87,NA,0.28,0,0.383333333,0.383333333,,,,
29/07/2025,537138,Will FrP win the most seats in the next Norwegian parliamentary election?,will frp win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_4o_mini,CoT,0.45,08/09/2025,NA,NA,NA,0.12,0.87,NA,0.33,0,0.383333333,0.383333333,,,,
29/07/2025,537138,Will FrP win the most seats in the next Norwegian parliamentary election?,will frp win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_3_5_turbo_0613,Zero-shot,0.4,08/09/2025,NA,NA,NA,0.12,0.87,NA,0.28,0,0.383333333,0.383333333,,,,
29/07/2025,537138,Will FrP win the most seats in the next Norwegian parliamentary election?,will frp win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_3_5_turbo_0613,CoT,0.35,08/09/2025,NA,NA,NA,0.12,0.87,NA,0.23,0,0.383333333,0.383333333,,,,
29/07/2025,537138,Will FrP win the most seats in the next Norwegian parliamentary election?,will frp win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_12b_it,Zero-shot,0.35,08/09/2025,NA,NA,NA,0.12,0.87,NA,0.23,0,0.383333333,0.383333333,,,,
29/07/2025,537138,Will FrP win the most seats in the next Norwegian parliamentary election?,will frp win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_12b_it,CoT,0.35,08/09/2025,NA,NA,NA,0.12,0.87,NA,0.23,0,0.383333333,0.383333333,,,,
29/07/2025,537138,Will FrP win the most seats in the next Norwegian parliamentary election?,will frp win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_27b_it_free,Zero-shot,0.45,08/09/2025,NA,NA,NA,0.12,0.87,NA,0.33,0,0.383333333,0.383333333,,,,
29/07/2025,537138,Will FrP win the most seats in the next Norwegian parliamentary election?,will frp win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_27b_it_free,CoT,0.45,08/09/2025,NA,NA,NA,0.12,0.87,NA,0.33,0,0.383333333,0.383333333,,,,
29/07/2025,537138,Will FrP win the most seats in the next Norwegian parliamentary election?,will frp win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_chat_v3_0324_free,Zero-shot,0.4,08/09/2025,NA,NA,NA,0.12,0.87,NA,0.28,0,0.383333333,0.383333333,,,,
29/07/2025,537138,Will FrP win the most seats in the next Norwegian parliamentary election?,will frp win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_chat_v3_0324_free,CoT,0.4,08/09/2025,NA,NA,NA,0.12,0.87,NA,0.28,0,0.383333333,0.383333333,,,,
29/07/2025,537138,Will FrP win the most seats in the next Norwegian parliamentary election?,will frp win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_r1_free,Zero-shot,0.3,08/09/2025,NA,NA,NA,0.12,0.87,NA,0.18,0,0.383333333,0.383333333,,,,
29/07/2025,537138,Will FrP win the most seats in the next Norwegian parliamentary election?,will frp win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_r1_free,CoT,0.3,08/09/2025,NA,NA,NA,0.12,0.87,NA,0.18,0,0.383333333,0.383333333,,,,
29/07/2025,537139,Will SV win the most seats in the next Norwegian parliamentary election?,will sv win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_4o_mini,Zero-shot,0.25,08/09/2025,NA,NA,NA,0,0.999,NA,0.25,0,0.208333333,0.2,,,,
29/07/2025,537139,Will SV win the most seats in the next Norwegian parliamentary election?,will sv win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_4o_mini,CoT,0.25,08/09/2025,NA,NA,NA,0,0.999,NA,0.25,0,0.191666667,0.2,,,,
29/07/2025,537139,Will SV win the most seats in the next Norwegian parliamentary election?,will sv win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_3_5_turbo_0613,Zero-shot,0.35,08/09/2025,NA,NA,NA,0,0.999,NA,0.35,0,0.208333333,0.2,,,,
29/07/2025,537139,Will SV win the most seats in the next Norwegian parliamentary election?,will sv win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_3_5_turbo_0613,CoT,0.35,08/09/2025,NA,NA,NA,0,0.999,NA,0.35,0,0.191666667,0.2,,,,
29/07/2025,537139,Will SV win the most seats in the next Norwegian parliamentary election?,will sv win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_12b_it,Zero-shot,0.15,08/09/2025,NA,NA,NA,0,0.999,NA,0.15,0,0.208333333,0.2,,,,
29/07/2025,537139,Will SV win the most seats in the next Norwegian parliamentary election?,will sv win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_12b_it,CoT,0.15,08/09/2025,NA,NA,NA,0,0.999,NA,0.15,0,0.191666667,0.2,,,,
29/07/2025,537139,Will SV win the most seats in the next Norwegian parliamentary election?,will sv win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_27b_it_free,Zero-shot,0.15,08/09/2025,NA,NA,NA,0,0.999,NA,0.15,0,0.208333333,0.2,,,,
29/07/2025,537139,Will SV win the most seats in the next Norwegian parliamentary election?,will sv win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_27b_it_free,CoT,0.15,08/09/2025,NA,NA,NA,0,0.999,NA,0.15,0,0.191666667,0.2,,,,
29/07/2025,537139,Will SV win the most seats in the next Norwegian parliamentary election?,will sv win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_chat_v3_0324_free,Zero-shot,0.3,08/09/2025,NA,NA,NA,0,0.999,NA,0.3,0,0.208333333,0.2,,,,
29/07/2025,537139,Will SV win the most seats in the next Norwegian parliamentary election?,will sv win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_chat_v3_0324_free,CoT,0.2,08/09/2025,NA,NA,NA,0,0.999,NA,0.2,0,0.191666667,0.2,,,,
29/07/2025,537139,Will SV win the most seats in the next Norwegian parliamentary election?,will sv win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_r1_free,Zero-shot,0.05,08/09/2025,NA,NA,NA,0,0.999,NA,0.05,0,0.208333333,0.2,,,,
29/07/2025,537139,Will SV win the most seats in the next Norwegian parliamentary election?,will sv win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_r1_free,CoT,0.05,08/09/2025,NA,NA,NA,0,0.999,NA,0.05,0,0.191666667,0.2,,,,
29/07/2025,537140,Will R win the most seats in the next Norwegian parliamentary election?,will r win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_4o_mini,Zero-shot,0.25,08/09/2025,NA,NA,NA,0,0.999,NA,0.25,0,0.316666667,0.310833333,,,,
29/07/2025,537140,Will R win the most seats in the next Norwegian parliamentary election?,will r win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_4o_mini,CoT,0.3,08/09/2025,NA,NA,NA,0,0.999,NA,0.3,0,0.305,0.310833333,,,,
29/07/2025,537140,Will R win the most seats in the next Norwegian parliamentary election?,will r win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_3_5_turbo_0613,Zero-shot,0.4,08/09/2025,NA,NA,NA,0,0.999,NA,0.4,0,0.316666667,0.310833333,,,,
29/07/2025,537140,Will R win the most seats in the next Norwegian parliamentary election?,will r win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_3_5_turbo_0613,CoT,0.4,08/09/2025,NA,NA,NA,0,0.999,NA,0.4,0,0.305,0.310833333,,,,
29/07/2025,537140,Will R win the most seats in the next Norwegian parliamentary election?,will r win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_12b_it,Zero-shot,0.35,08/09/2025,NA,NA,NA,0,0.999,NA,0.35,0,0.316666667,0.310833333,,,,
29/07/2025,537140,Will R win the most seats in the next Norwegian parliamentary election?,will r win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_12b_it,CoT,0.45,08/09/2025,NA,NA,NA,0,0.999,NA,0.45,0,0.305,0.310833333,,,,
29/07/2025,537140,Will R win the most seats in the next Norwegian parliamentary election?,will r win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_27b_it_free,Zero-shot,0.35,08/09/2025,NA,NA,NA,0,0.999,NA,0.35,0,0.316666667,0.310833333,,,,
29/07/2025,537140,Will R win the most seats in the next Norwegian parliamentary election?,will r win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_27b_it_free,CoT,0.35,08/09/2025,NA,NA,NA,0,0.999,NA,0.35,0,0.305,0.310833333,,,,
29/07/2025,537140,Will R win the most seats in the next Norwegian parliamentary election?,will r win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_chat_v3_0324_free,Zero-shot,0.4,08/09/2025,NA,NA,NA,0,0.999,NA,0.4,0,0.316666667,0.310833333,,,,
29/07/2025,537140,Will R win the most seats in the next Norwegian parliamentary election?,will r win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_chat_v3_0324_free,CoT,0.3,08/09/2025,NA,NA,NA,0,0.999,NA,0.3,0,0.305,0.310833333,,,,
29/07/2025,537140,Will R win the most seats in the next Norwegian parliamentary election?,will r win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_r1_free,Zero-shot,0.15,08/09/2025,NA,NA,NA,0,0.999,NA,0.15,0,0.316666667,0.310833333,,,,
29/07/2025,537140,Will R win the most seats in the next Norwegian parliamentary election?,will r win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_r1_free,CoT,0.03,08/09/2025,NA,NA,NA,0,0.999,NA,0.03,0,0.305,0.310833333,,,,
29/07/2025,537141,Will V win the most seats in the next Norwegian parliamentary election?,will v win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_4o_mini,Zero-shot,0.25,08/09/2025,NA,NA,NA,0,0.999,NA,0.25,0,0.42,0.35,,,,
29/07/2025,537141,Will V win the most seats in the next Norwegian parliamentary election?,will v win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_4o_mini,CoT,0.3,08/09/2025,NA,NA,NA,0,0.999,NA,0.3,0,0.291666667,0.35,,,,
29/07/2025,537141,Will V win the most seats in the next Norwegian parliamentary election?,will v win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_3_5_turbo_0613,Zero-shot,0.6,08/09/2025,NA,NA,NA,0,0.999,NA,0.6,0,0.42,0.35,,,,
29/07/2025,537141,Will V win the most seats in the next Norwegian parliamentary election?,will v win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_3_5_turbo_0613,CoT,0.4,08/09/2025,NA,NA,NA,0,0.999,NA,0.4,0,0.291666667,0.35,,,,
29/07/2025,537141,Will V win the most seats in the next Norwegian parliamentary election?,will v win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_12b_it,Zero-shot,0.3,08/09/2025,NA,NA,NA,0,0.999,NA,0.3,0,0.42,0.35,,,,
29/07/2025,537141,Will V win the most seats in the next Norwegian parliamentary election?,will v win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_12b_it,CoT,0.35,08/09/2025,NA,NA,NA,0,0.999,NA,0.35,0,0.291666667,0.35,,,,
29/07/2025,537141,Will V win the most seats in the next Norwegian parliamentary election?,will v win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_27b_it_free,Zero-shot,0.35,08/09/2025,NA,NA,NA,0,0.999,NA,0.35,0,0.42,0.35,,,,
29/07/2025,537141,Will V win the most seats in the next Norwegian parliamentary election?,will v win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_27b_it_free,CoT,0.35,08/09/2025,NA,NA,NA,0,0.999,NA,0.35,0,0.291666667,0.35,,,,
29/07/2025,537141,Will V win the most seats in the next Norwegian parliamentary election?,will v win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_chat_v3_0324_free,Zero-shot,NA,08/09/2025,NA,NA,NA,0,0.999,NA,NA,0,0.42,0.35,,,,
29/07/2025,537141,Will V win the most seats in the next Norwegian parliamentary election?,will v win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_chat_v3_0324_free,CoT,0.3,08/09/2025,NA,NA,NA,0,0.999,NA,0.3,0,0.291666667,0.35,,,,
29/07/2025,537141,Will V win the most seats in the next Norwegian parliamentary election?,will v win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_r1_free,Zero-shot,0.6,08/09/2025,NA,NA,NA,0,0.999,NA,0.6,0,0.42,0.35,,,,
29/07/2025,537141,Will V win the most seats in the next Norwegian parliamentary election?,will v win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_r1_free,CoT,0.05,08/09/2025,NA,NA,NA,0,0.999,NA,0.05,0,0.291666667,0.35,,,,
29/07/2025,537142,Will MDG win the most seats in the next Norwegian parliamentary election?,will mdg win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_4o_mini,Zero-shot,0.1,08/09/2025,NA,NA,NA,0,0.999,NA,0.1,0,0.082,0.091818182,,,,
29/07/2025,537142,Will MDG win the most seats in the next Norwegian parliamentary election?,will mdg win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_4o_mini,CoT,0.1,08/09/2025,NA,NA,NA,0,0.999,NA,0.1,0,0.1,0.091818182,,,,
29/07/2025,537142,Will MDG win the most seats in the next Norwegian parliamentary election?,will mdg win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_3_5_turbo_0613,Zero-shot,0.15,08/09/2025,NA,NA,NA,0,0.999,NA,0.15,0,0.082,0.091818182,,,,
29/07/2025,537142,Will MDG win the most seats in the next Norwegian parliamentary election?,will mdg win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_3_5_turbo_0613,CoT,0.15,08/09/2025,NA,NA,NA,0,0.999,NA,0.15,0,0.1,0.091818182,,,,
29/07/2025,537142,Will MDG win the most seats in the next Norwegian parliamentary election?,will mdg win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_12b_it,Zero-shot,0.08,08/09/2025,NA,NA,NA,0,0.999,NA,0.08,0,0.082,0.091818182,,,,
29/07/2025,537142,Will MDG win the most seats in the next Norwegian parliamentary election?,will mdg win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_12b_it,CoT,0.15,08/09/2025,NA,NA,NA,0,0.999,NA,0.15,0,0.1,0.091818182,,,,
29/07/2025,537142,Will MDG win the most seats in the next Norwegian parliamentary election?,will mdg win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_27b_it_free,Zero-shot,0.05,08/09/2025,NA,NA,NA,0,0.999,NA,0.05,0,0.082,0.091818182,,,,
29/07/2025,537142,Will MDG win the most seats in the next Norwegian parliamentary election?,will mdg win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_27b_it_free,CoT,0.05,08/09/2025,NA,NA,NA,0,0.999,NA,0.05,0,0.1,0.091818182,,,,
29/07/2025,537142,Will MDG win the most seats in the next Norwegian parliamentary election?,will mdg win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_chat_v3_0324_free,Zero-shot,NA,08/09/2025,NA,NA,NA,0,0.999,NA,NA,0,0.082,0.091818182,,,,
29/07/2025,537142,Will MDG win the most seats in the next Norwegian parliamentary election?,will mdg win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_chat_v3_0324_free,CoT,0.1,08/09/2025,NA,NA,NA,0,0.999,NA,0.1,0,0.1,0.091818182,,,,
29/07/2025,537142,Will MDG win the most seats in the next Norwegian parliamentary election?,will mdg win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_r1_free,Zero-shot,0.03,08/09/2025,NA,NA,NA,0,0.999,NA,0.03,0,0.082,0.091818182,,,,
29/07/2025,537142,Will MDG win the most seats in the next Norwegian parliamentary election?,will mdg win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_r1_free,CoT,0.05,08/09/2025,NA,NA,NA,0,0.999,NA,0.05,0,0.1,0.091818182,,,,
29/07/2025,537143,Will KrF win the most seats in the next Norwegian parliamentary election?,will krf win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_4o_mini,Zero-shot,0.25,08/09/2025,NA,NA,NA,0,0.999,NA,0.25,0,0.211666667,0.205833333,,,,
29/07/2025,537143,Will KrF win the most seats in the next Norwegian parliamentary election?,will krf win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_4o_mini,CoT,0.25,08/09/2025,NA,NA,NA,0,0.999,NA,0.25,0,0.2,0.205833333,,,,
29/07/2025,537143,Will KrF win the most seats in the next Norwegian parliamentary election?,will krf win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_3_5_turbo_0613,Zero-shot,0.35,08/09/2025,NA,NA,NA,0,0.999,NA,0.35,0,0.211666667,0.205833333,,,,
29/07/2025,537143,Will KrF win the most seats in the next Norwegian parliamentary election?,will krf win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_3_5_turbo_0613,CoT,0.35,08/09/2025,NA,NA,NA,0,0.999,NA,0.35,0,0.2,0.205833333,,,,
29/07/2025,537143,Will KrF win the most seats in the next Norwegian parliamentary election?,will krf win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_12b_it,Zero-shot,0.15,08/09/2025,NA,NA,NA,0,0.999,NA,0.15,0,0.211666667,0.205833333,,,,
29/07/2025,537143,Will KrF win the most seats in the next Norwegian parliamentary election?,will krf win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_12b_it,CoT,0.25,08/09/2025,NA,NA,NA,0,0.999,NA,0.25,0,0.2,0.205833333,,,,
29/07/2025,537143,Will KrF win the most seats in the next Norwegian parliamentary election?,will krf win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_27b_it_free,Zero-shot,0.15,08/09/2025,NA,NA,NA,0,0.999,NA,0.15,0,0.211666667,0.205833333,,,,
29/07/2025,537143,Will KrF win the most seats in the next Norwegian parliamentary election?,will krf win the most seats in the next norwegian parliamentary election?,NA,google_gemma_3_27b_it_free,CoT,0.15,08/09/2025,NA,NA,NA,0,0.999,NA,0.15,0,0.2,0.205833333,,,,
29/07/2025,537143,Will KrF win the most seats in the next Norwegian parliamentary election?,will krf win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_chat_v3_0324_free,Zero-shot,0.3,08/09/2025,NA,NA,NA,0,0.999,NA,0.3,0,0.211666667,0.205833333,,,,
29/07/2025,537143,Will KrF win the most seats in the next Norwegian parliamentary election?,will krf win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_chat_v3_0324_free,CoT,0.15,08/09/2025,NA,NA,NA,0,0.999,NA,0.15,0,0.2,0.205833333,,,,
29/07/2025,537143,Will KrF win the most seats in the next Norwegian parliamentary election?,will krf win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_r1_free,Zero-shot,0.07,08/09/2025,NA,NA,NA,0,0.999,NA,0.07,0,0.211666667,0.205833333,,,,
29/07/2025,537143,Will KrF win the most seats in the next Norwegian parliamentary election?,will krf win the most seats in the next norwegian parliamentary election?,NA,deepseek_deepseek_r1_free,CoT,0.05,08/09/2025,NA,NA,NA,0,0.999,NA,0.05,0,0.2,0.205833333,,,,
29/07/2025,537144,Will PF win the most seats in the next Norwegian parliamentary election?,will pf win the most seats in the next norwegian parliamentary election?,NA,openai_gpt_4o_mini,Zero-shot,0.4,08/09/2025,NA,NA,NA,0,0.999,NA,0.4,0,0.366666667,0.383333333,,,,
